Content,Stars,titre,origine,jour,mois,année,Pays
Très satisfait,5,MARIO KART 8 DELUXE,AMAZON,28,2,2019,France
Super jeu comme à son habitude.,5,MARIO KART 8 DELUXE,AMAZON,19,7,2018,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,5,3,2019,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,30,12,2018,France
R.A.S.,5,MARIO KART 8 DELUXE,AMAZON,3,2,2019,France
"Edit du 3 Janvier 2018: Commandé le jeu Mario Kart en même temps que la console Switch : Je reçois un colis censé contenir la console et le jeu mais pas de jeu dans la boite, que la console. J'aurais dû ouvrir avant de signer... Maintenant il y a enquête entre Amazon et la société Colis Privé mais toujours pas de jeu. Après enquête sur les forums, je découvre que Colis Privé fait l'objet de plusieurs plaintes pour vol dans les colis avec colis soigneusement refermé. J'attends qu'Amazon me rembourse avant de modifier cet avis.",1,MARIO KART 8 DELUXE,AMAZON,3,1,2018,France
Très déçu déballage du cadeau de mon fils le matin de Noël et surprise la boîte est vide pas de jeu à l'intérieur ! 😠🤬🤬🤬🤬Veuillez me contacter d'urgence !Cordialement.,1,MARIO KART 8 DELUXE,AMAZON,25,12,2020,France
Rien à redire,5,MARIO KART 8 DELUXE,AMAZON,22,10,2018,France
Genial,5,MARIO KART 8 DELUXE,AMAZON,9,3,2019,France
Très bien reçue,5,MARIO KART 8 DELUXE,AMAZON,29,9,2018,France
Ok,5,MARIO KART 8 DELUXE,AMAZON,1,1,2019,France
Parfait.,5,MARIO KART 8 DELUXE,AMAZON,16,1,2019,France
Le produit multimédia n'a pas pu être chargé.Le jeux n'est pas dedans,1,MARIO KART 8 DELUXE,AMAZON,29,11,2021,France
conforme,5,MARIO KART 8 DELUXE,AMAZON,7,2,2019,France
Superbe !!!,5,MARIO KART 8 DELUXE,AMAZON,19,11,2018,France
Top,5,MARIO KART 8 DELUXE,AMAZON,29,12,2018,France
Top,5,MARIO KART 8 DELUXE,AMAZON,5,1,2019,France
"Il est pas noté qu’il ne s’adapte pas à la switch lite, mon fils à été très déçu et n’a pas pu s’en servir .Je suis très mécontente.",1,MARIO KART 8 DELUXE,AMAZON,2,3,2021,France
ras,5,MARIO KART 8 DELUXE,AMAZON,20,12,2018,France
On adore,5,MARIO KART 8 DELUXE,AMAZON,9,11,2018,France
Impeccable,5,MARIO KART 8 DELUXE,AMAZON,14,12,2018,France
Nickel,5,MARIO KART 8 DELUXE,AMAZON,3,2,2019,France
bon produit,5,MARIO KART 8 DELUXE,AMAZON,30,10,2018,France
"Bonjour, article reçu sans la cartouche de jeu, retour en cours depuis le 30 décembre 2020. aucune information depuis, aucun remboursement... Rien ! Je ne conseil pas!",1,MARIO KART 8 DELUXE,AMAZON,14,2,2021,France
"Bonjour,Produit bien arrivé malheureusement la boite est vide sans cartouche de jeu !!Cdt",1,MARIO KART 8 DELUXE,AMAZON,14,7,2021,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,28,11,2018,France
j'étais impatiente à l'idée de recevoir mon jeu jusqu'à ce que j'ouvre la boite. la disquette n'est meme pas dedans ! tres decue..,1,MARIO KART 8 DELUXE,AMAZON,29,3,2021,France
"A réception du colis, l' emballage plastique était ouvert et la boite était vide.Très déçu",1,MARIO KART 8 DELUXE,AMAZON,2,7,2021,France
Tu commande un jeux mais sans jeux c’est magnifiquement bien vérifier les colis chez Amazon décevant,1,MARIO KART 8 DELUXE,AMAZON,9,7,2021,France
Excellent jeu,5,MARIO KART 8 DELUXE,AMAZON,7,10,2018,France
Jeu sympa mais.pas très maniable...,3,MARIO KART 8 DELUXE,AMAZON,7,6,2018,France
Abusé aucune cartouche dans la boîte 44 euros pour une boîte vide c est quoi le délire je veux ma cartouche,1,MARIO KART 8 DELUXE,AMAZON,16,1,2021,France
"Les enfants ont déballé le jeu à Noël : grosse déception, la cartouche est absente de la boîte ( c'est une première), et donc 45€ pour une boîte vide.",1,MARIO KART 8 DELUXE,AMAZON,25,12,2020,France
"La boîte est arrivée vide, sans le jeu ! Le blister était pourtant présent.",1,MARIO KART 8 DELUXE,AMAZON,6,7,2021,France
"j'en ai marre qu ont nous prennent pour des abrutit le principe et l'éssence meme du jeu c'est du copier coller avec les précédent quelques nouveauté au niveaux des armes pas de quoi casser trois pattes a un canard ras le bol pour ma génération qui ai connu la nes et la super nes !!! ""apres je suis passer a la ps one "" c'est du réchauffer mario,luigi,zelda,donkey kong,yoshi,et compagnie y'en a marre!!!! par contre pour vos enffent c'est le top ils vont s'éclater mais pour combien de temps ?",1,MARIO KART 8 DELUXE,AMAZON,15,2,2018,France
Produit conforme.,5,MARIO KART 8 DELUXE,AMAZON,16,9,2018,France
il manque la cartouche du jeu alors que  l'emballage est FERME !!!!,1,MARIO KART 8 DELUXE,AMAZON,23,7,2021,France
Le produit multimédia n'a pas pu être chargé.Article reçu mais pas de jeux a l'intérieur ! Vous imaginez la déception de ma fille en l'ouvrant !,1,MARIO KART 8 DELUXE,AMAZON,26,2,2021,France
GROSSE DECEPTION pour les enfants !!! On se prepare pour faire une surprise.. les enfants sont hiper contents et se pressent à ouvrir la boite.. et la PAS DE CARTOUCHE à l'interieur !!!!! Juste inadmissible !!! Nous attendons vraiment une réponse favorable de votre part !,1,MARIO KART 8 DELUXE,AMAZON,14,2,2020,France
"J'ai acheter ce jeux pour l'offrir à mon neveu, et lors de la première lecture un message d'erreur c'est affiché ...Je n'ai aucun moyen de contacter le vendeur alors je laisse un commentaire ici ...",1,MARIO KART 8 DELUXE,AMAZON,11,8,2020,France
NE COMMANDEZ SURTOUT PAS !!! La boîte est arrivé vide et je ne suis pas la seule dans ce cas là. GROSSE ARNAQUE,1,MARIO KART 8 DELUXE,AMAZON,30,1,2021,France
Reçu sous blister écrit « nintendo » sauf que le jeu tous les personnages sont débloqués ....escroc le jeu est pas neuf .... pareil j’ai pris Zelda en même temps il n’y avait pas le jeu à l’intérieur ( pareil sous blister écris Nintendo ) ne surtout pas commander auprès de ce revendeur ( prix du jeu neuf alors que le jeux a déjà été utilisé),1,MARIO KART 8 DELUXE,AMAZON,20,4,2019,France
RAS,5,MARIO KART 8 DELUXE,AMAZON,17,9,2018,France
Très bon jeu,5,MARIO KART 8 DELUXE,AMAZON,11,6,2018,France
Bon,5,MARIO KART 8 DELUXE,AMAZON,8,9,2018,France
Le jeu n’était pas à l’intérieur je voudrais être remboursé merci,1,MARIO KART 8 DELUXE,AMAZON,3,7,2021,France
Déception. La boîte ne contenait pas la cartouche de jeu. plus qu'à retourner le jeu . Ce n'est pas un contenu téléchargeable je précise.,1,MARIO KART 8 DELUXE,AMAZON,1,1,2021,France
Très bon jeux,5,MARIO KART 8 DELUXE,AMAZON,1,6,2018,France
"Boite de jeu reçu vide avec film plastique ouvert, sachant que le colis été niquel",1,MARIO KART 8 DELUXE,AMAZON,3,2,2021,France
Boîte dû jeux sans jeux dedans super 👎🏻,1,MARIO KART 8 DELUXE,AMAZON,25,7,2021,France
Livraison super longue malgré un abonnement prime ... très déçu pour l’attente !Heureusement que les jeux est top!,1,MARIO KART 8 DELUXE,AMAZON,14,1,2021,France
J’ai reçu la boîte du jeu avec le plastique de protection presque intact mais pas de jeu à l’intérieur !,1,MARIO KART 8 DELUXE,AMAZON,28,12,2020,France
Boite du jeu reçu ce matin....sans le jeu!!!La boîte était simplement..vide!Déçu du service,1,MARIO KART 8 DELUXE,AMAZON,27,2,2021,France
"Envoi amazon nickelJe mets une mauvaise note car les développeurs ont sorties un jeu ou les serveurs sont injouable pour certains, acheter ce jeux pour le moment c'est comme jouer au loto, peut-être qu'il marchera, peut-être que non (et je suis pas le seul dans ce cas) Le jeux en multi ne fonctionne pas, par contre le nintendo eshop alors la il marche nickelMoi qui ait acheté ce jeu QUE pour le multijoueur, pour l'instant j'ai l'impression de m'être fait arnaqué",1,MARIO KART 8 DELUXE,AMAZON,29,4,2017,France
"Très bon jeu, mais qui a dû être remis sous blister suite à un renvoi, car le code Nintendo a déjà été utilisé!!!Donc c’est pas du neuf si le code a été utilisé!!!",1,MARIO KART 8 DELUXE,AMAZON,29,2,2020,France
Tout est dans le titre.Je ne connais pas un jeu plus amusant à plusieurs.OK le jeu peut être frustrant avec ses objets injustes et un peu trop centraux dans les courses mais à côté de ça c'est le plaisir immédiat et quasi-infini (j'avais le jeu sur Wii U et l'ai racheté sur Switch on a du faire au cumul des milliers de courses sans que la lassitude ne se soit installé).A noter la possibilité d'activer certaines aides qui permettent de profiter du jeu pour les enfants ou personnes moins habituées aux Jeux Vidéos afin de permettre de passer des bons moments avec toute la famille.,5,MARIO KART 8 DELUXE,AMAZON,7,5,2022,France
Produit défectueux est des ambages endommagéJe demande une remplaçante ou une remboursement,1,MARIO KART 8 DELUXE,AMAZON,13,12,2020,France
Jeux commander pour Noël...... Cartouche manquante...... Mon fils est super content.......,1,MARIO KART 8 DELUXE,AMAZON,24,12,2020,France
La boite du jeu est arrivée vide. Je suis très déçu d'avoir payé pour une boite vide. Est-il possible d'en renvoyer une avec le jeu ?,1,MARIO KART 8 DELUXE,AMAZON,27,3,2020,France
"Produit reçu sans le jeu à l’intérieur, intolérable rembourser moi.",1,MARIO KART 8 DELUXE,AMAZON,8,11,2020,France
Dégouté la pochette était vide ! Un scandal,1,MARIO KART 8 DELUXE,AMAZON,26,12,2020,France
Boîtier vide. Colis trouvé dans boîte aux lettres.,1,MARIO KART 8 DELUXE,AMAZON,30,12,2020,France
"Apres un mois d'utilisation je trouve le produit moyen.le pack en lui même est bon avec les produit le chiffon, par contre apres quelques jours le bas du verre a eu des griffre, puis en ayant juste laissez tomber ma cartouche de jeu a 5 cm au dessus le verre a eu un fissure, bref mauvais produit, ont retrouve d'ailleurs les meme soucis sur le produit sur differente chaine youtube",1,MARIO KART 8 DELUXE,AMAZON,29,4,2017,France
Bonjour le jeux ne marche pas ma fille est très déçu de même que pour moi. Franchement cest une honte de vendre des jeux qui ne fonctionnent pas.,1,MARIO KART 8 DELUXE,AMAZON,28,12,2019,France
"Quand on hésite entre 3 et 4 étoiles... Bon, mettons 4 parce que ça reste un très bon Mario Kart.Je suis peut être simplement devenu vieux ?Je ne sais pas quelle note je mettrais si Mario Kart 8 Deluxe était le premier Mario Kart que je découvre et que j'aie une quinzaine d'années actuellement (j'en ai 43, bientôt 44).J'ai tâté mon premier Mario Kart avec le 64 il y a plus de 20 ans.Mon vrai premier Mario Kart de cœur a été ""Double Dash !!"" sur GameCube. Et pour le coup, il le restera.Dans ce Mario Kart 8 Deluxe, je retrouve des tonnes d'éléments que j'aime, mais il ne fonctionne pas totalement comme une madeleine de Proust pour moi.Déjà les graphismes. Ils sont bien, très bien. Même trop bien, en fait, le problème est là pour moi. ça frise le trop réaliste. Je préfère le côté cartoon de Double Dash, ou même de Mario Kart 7 (et c'est la raison pour laquelle je préfère par exemple ce dernier au 8).C'est une des raisons qui me rend autant impatient qu’apeuré du prochain Mario Kart (s'il se décide à arriver un jour). Encore plus de réalisme ou retour aux sources ?Les passages ""anti-gravité"" sont une nouveauté certainement plus visuelle que réellement fonctionnelle. Dans presque tous les circuits, finalement, à part le seuil bleu et l'orientation des roues, on sent que le plan horizontal transite, mais rapidement, à l’œil, tout revient dans un axe conventionnel.  Et c'est souvent lors des temps forts ou de la cinématique de présentation du circuit qu'on voit que le plan n'est pas du tout horizontal.(Il y a quelques exceptions où le non-horizontal reste bien non-horizontal, comme les murs de l'Autoroute Toad,ou du Temple Thwomp, mais ça fait relativement peu sur l'ensemble).Donc globalement, ça n'apporte pas grand chose.Après, je ne veux pas avoir l'air de trop cracher dans la soupe. Ce Mario Kart 8 Deluxe est bon, j'y joue souvent et il y a un certain plaisir. Mais pour moi certainement moins de plaisir qu'avec Mario Kart 7 et Double Dash car ces deux moutures contiennent tout ce qui m'avait converti au Kart dans le Royaume Champignon... ^^",4,MARIO KART 8 DELUXE,AMAZON,24,11,2020,France
Je n'aime absolument pas le jeu d'où les 2 étoiles. Apres chacun son avis. Donc ne pas tenir vraiment compte de mon commentaire.,2,MARIO KART 8 DELUXE,AMAZON,7,3,2018,France
"Jai déjà vu quelque commentaire la dessus ""jeux"" ou plutôt boite recu sans jeux super !",1,MARIO KART 8 DELUXE,AMAZON,4,9,2019,France
"Recu la console sans les jeux copris dans le pack. Très decues. Si je pouvais mettre zero, je l'aurai fait.",1,MARIO KART 8 DELUXE,AMAZON,12,1,2020,France
Reçu avec boite vide et le produit reçu en échange est défectueux. Super les jeux Switch sur Amazon....,1,MARIO KART 8 DELUXE,AMAZON,28,2,2020,France
Le jeu est parfait par contre l emballage du colis n etait pas collé donc le contenu aurait pu tomber ou être volé,1,MARIO KART 8 DELUXE,AMAZON,27,11,2019,France
Acheter il y a 5 mois niquel sauf que maintenant il ne marche plus j'ai du joué 5 à 6 fois dégouté sérieux,1,MARIO KART 8 DELUXE,AMAZON,7,11,2019,France
"""Mario kart 8 Deluxe"" manquant dans le colis qui contenait le reste de la commande.",1,MARIO KART 8 DELUXE,AMAZON,14,12,2019,France
Bon produit,2,MARIO KART 8 DELUXE,AMAZON,30,12,2018,France
Je me suis ennuyé à crever pendant plusieurs heures et je l'ai renvoyé.,1,MARIO KART 8 DELUXE,AMAZON,10,2,2020,France
Reçu boîte vide.,1,MARIO KART 8 DELUXE,AMAZON,20,6,2020,France
Jeu reçu boîte vide pas de cartouche pas de notice,1,MARIO KART 8 DELUXE,AMAZON,26,12,2019,France
Le logiciel ne fonctionne pas.Très déçue car on ne peut pas l utiliser.Impossible de le télécharger sur la switch.Le prix était attractif mais ne fonctionne pas.,1,MARIO KART 8 DELUXE,AMAZON,17,4,2019,France
Blister reçu cassé. Déçu !!!,1,MARIO KART 8 DELUXE,AMAZON,18,1,2020,France
Le produit bloque ma switch il fonctionne au bout de plusieurs démarrage,1,MARIO KART 8 DELUXE,AMAZON,31,7,2019,France
"Voilà grosse déception ce soir!!!Nous sommes le 24 décembre et ma fille a cru qu'on lui faisait une blague.Sa marraine l'a commandé pour Noël et ce soir quand ma fille a ouvert la boîte, il n'y avait aucun jeu dedans. Ma fille en a pleuré!!! C'est honteux!!!",1,MARIO KART 8 DELUXE,AMAZON,24,12,2022,France
Malgré le blister la puce à l'intérieur n'y était pas,1,MARIO KART 8 DELUXE,AMAZON,3,7,2019,France
"Mario kart est toujours mario kart. Fun à plusieurs. En solo, on s'ennuie rapidement. Mais les graphismes sont très décevants. J'irai presque jusqu'à dire que la gamecube faisait quasiment aussi bien. Après une session sur PS4, ca pique vraiment les yeux.",1,MARIO KART 8 DELUXE,AMAZON,19,1,2018,France
"J'ai ce jeu depuis une semaine et je gagne toujours. J'ai aussi utilisé le kart le plus lent en absolu (plus roues et deltaplane), mais je gagne toujours. Je deviens premier du classement moins de 30 secondes après le départ.Le jeu est ennuyant comme ça et n'a aucun sens. N'achetez pas ce jeu si vous êtes un adulte, vous n'en profiterez plus après 5 minutes. Je regrette mon achat et le revendrai dès que possible.",1,MARIO KART 8 DELUXE,AMAZON,23,11,2022,France
"Un copier/coller  de la version WiiU pour un prix tres élevé, une honte tout simplement ! Il fallait sortir le 9 !",1,MARIO KART 8 DELUXE,AMAZON,24,2,2018,France
"Reçu dans les temps pour noël, produit bien emballé, au top",5,MARIO KART 8 DELUXE,AMAZON,21,1,2022,France
Trop cher pour ce que c'est. Pas amusant.,1,MARIO KART 8 DELUXE,AMAZON,29,9,2018,France
"Mario kart..Un grand classique de nintendo que se soit sur DS, WII ou switch.Univers Mario remplit de beau décors comme a son habitude.La maniabilité du kart n'est pas aussi facile que sont ancêtres sur wii.Tournant plus large, objet plus varié, choix du véhicule plus difficile mais plus varié lui aussi.De nouveau circuit plus recherché les uns que les autres.Les personnage se sont diversifié permettant un large choix de favori.Les modes de jeux on aussi été amélioré le jeux n'est plus réservé à un publique jeune mais enfin à un publique de tt âgé.Je l'ai offert à des gens de mon entourage comme cadeau d'anniversaire.Aucun retour négatif.Il vas plaire à tt la famille allant du plus jeune au plus âgé.Jeu plus que recommandable vu son petit prix.",5,MARIO KART 8 DELUXE,AMAZON,25,6,2020,France
"Achetez pour Noël a mes 2 filles (4 ans et 8 ans), et quelle plaisir !!!!!!!Et pas seulement pour les enfants, même les parents prennent un malin plaisir a jouer et a user de tout les stratagème et items possible pour rendre la course de l'adversaire la plus pénible possible 😂😂😂😂 avec la possibilité de jouer sur grand ecran et jusqu'à 4 avec la même cartouche ont se retrouvent souvent avec les enfants ou même les amis à s'amuser sur des courses endiablés !!!!! Aucune prises de têtes, c'est coloré, fun, évolutif, a l'antipode des simulations de courses pur et dur....Pour tous ceux qui veulent regler leurs comptes sans violences et dans la bonne humeur, par nostalgie ou tout simplement pour s'amuser seul ou a plusieurs (et partout), bref c'est que du bonheur",5,MARIO KART 8 DELUXE,AMAZON,20,1,2020,France
Conforme bien emballe,5,MARIO KART 8 DELUXE,AMAZON,10,12,2021,France
"Je met 2 étoile car je me prend que des banane et des champignons turbo mais jamais l'étoile d'invisibilité, champignons a épines surtout jamais l'éclair mais je sais pas si on peut hacker ce jeu mais en réseau ils ont toujours tout sur tout moi comme j'ai dis j'ai des bananes et champignons a 99% sois j'ai pas de chance a chaque fois que je joue en ligne sois une tactique que je sais pas faire pour avoir l'item que on me le dise si Nintendo vois mon message car c'est trop avec leur Mario Kart.En attendant 1 étoile pour ce système d'items en ligne ou tu te tape des éclairs et les plus gros items a chaque course , je changerai ma note quand on m'expliqueras comment on fera en attendant pour moi a de la triche certains utilise des Mods sorte de logiciel pour avoir tout .",1,MARIO KART 8 DELUXE,AMAZON,22,6,2022,France
"Sans être fan de la série, j'ai bien connu les Mario Kart et ce, depuis le premier épisode sorti en 1992 sur Super Nintendo.J'étais alors trop jeune pour y jouer et je passais le plus clair de mon temps à regarder mon père, mon frère, ma soeur et son petit ami en train d'y jouer.J'ai malgré tout eu l'occasion de jouer aux épisodes sur GBA, Gamecube, DS et 3DS (qui figurent parmi mes préférés).Et quand enfin, ce nouvel épisode sortait sur la Switch (enfin, il s'agit plus exactement d'un portage avec quelques ajouts), je me suis précipité dessus. Et sincèrement, je ne le regrette absolument pas.Ce que j'apprécie sur cet épisode ? Avoir le choix...Il y'a une grande variété de persos que l'ont peut incarner au gré de ses envies et je n'ai qu'une envie, tous les essayer ou presque.Sans compter tous les circuits qui n'ont jamais été aussi nombreux et qui possèdent de très belles idées pour la plupart (grand moment de nostalgie au moment ou je redécouvre la toute première piste arc-en-ciel..... j'ai l'impression d'avoir 2/3 ans à nouveau).Je n'oublie pas le mode bataille qui est lui aussi excellent.Bref, un mario Kart généreux en terme de contenu.... Nintendo devra faire aussi bien pour le prochain épisode.",5,MARIO KART 8 DELUXE,AMAZON,19,2,2018,France
Bonjour j'ai acheter le jeux en mai et il fonctionne mal des qu on l insert dans la console il bloque,1,MARIO KART 8 DELUXE,AMAZON,6,6,2017,France
